id,name,shop_url,agb_url
1,real GmbH,http://real.de/trachten/
2,computeruniverse GmbH,http://computeruniverse.net/en/c/computer-office/monitors-2
3,Cyberport GmbH,http://cyberport.at/smartphone-und-foto.html
4,Wagner eCommerce Group GmbH,https://www.elektroshopwagner.de/shop_content.php/coID/501
5,Bï¿½romarkt Bï¿½ttcher AG,https://www.bueromarkt-ag.de/werkzeuge.html
6,Saturn Online GmbH,https://www.saturn.de/de/category/_handy-zubeh%C3%B6r-241072.html
7,Media Markt E-Business GmbH,http://mediamarkt.de/de/category/_laufr%C3%A4der-737017.html
8,notebooksbilliger.de AG,https://www.notebooksbilliger.de/infocenter/section/contact_form
9,RSU GmbH,http://reifensuche.com/datenschutz
10,Re-In Retail International GmbH,http://voelkner.de/myracloud-captcha/?q=%2F
11,OTTO (GmbH & Co. KG),http://otto.de/technik/?marke=philips
12,ALTERNATE GmbH,http://alternate.de/Apple
13,Jacob Elektronik GmbH,http://jacob.de/page/maehroboter-so-finden-sie-ihren-fleissigen-gartenhelfer-70434/?SID=157bd524b3a4a4e11fe0de38a5314fcc
14,Euro-Apotheke K. Talu e.K.,https://www.eurapon.de/weleda-skin-food-14026405
15,myToolStore GmbH,https://www.mytoolstore.de/marken
16,Foto Erhardt GmbH,http://foto-erhardt.de/Olympus-Sofortrabatt.html
17,Pixxass e.K.,http://pixxass.de/spielwaren/brettspiele/
18,Drucker.de IT-Handelsgesellschaft mbH,http://drucker-guenstiger.de/account
19,OnlineDeal24 GmbH,https://www.onlinedeal24.de/kueche-haushalt/kochfelder/
20,Elektro Reiners Systemtechnik GmbH,http://elektroradar.de/empfangstechnik/antenenmessgeraete.html
21,elektro-plus GmbH,https://www.elektro-plus.de/reinigen/staubsauger.html
22,Wagner eCommerce Group GmbH,http://campingwagner.de/search_result.php?theme_promotion_id=1&promotion=cswsale&utm_campaign=sale&utm_source=frontend&utm_medium=home_1-3_flach&utm_content=sale
23,bï¿½roshop24 GmbH,https://www.bueroshop24.de/b%C3%BCrobedarf/ordner-ringb%C3%BCcher/trennstreifen
24,Re-In Retail International GmbH,http://digitalo.de/myracloud-captcha/?q=%2F
25,AO Deutschland Ltd.,https://www.ao.de/waschen-trocknen/trockner?mmref=waschen_trocknen|trockner|Trockner|1_2_0
26,FC-Moto GmbH & Co. KG,http://fc-moto.de/Freizeit
27,Conrad Electronic SE,http://conrad.de/de/o/2409001.html
28,Flaconi GmbH,https://www.flaconi.de/kajalstift/
29,Rubart GmbH,http://rubart.de/Black-%26-Decker-c1000450
30,Lidl Digital International GmbH & Co. KG,http://lidl.de/testergebnisse/s933
31,insani GmbH,http://insani24.de/Unterputzkoerper-fuer-Badarmaturen
32,TAROX Marketplace GmbH,https://www.future-x.de/conditions.php
34,Bauer-Elektro-Service & Technik GmbH,https://www.mybauer.de/Stand-Gefrierschrank/56792563_AEG-ARCTIS-AGB72924NX-B-Ware.html;jsessionid=aaaN47-TXCyg1dVNiV5gx
35,Duttenhofer GmbH & Co. KG,https://www.technikdirekt.de/werkzeug-garten/reinigung/
36,digital-versand.de Online GmbH,http://www.xenudo.de/konsolen/cat.html
37,cw-mobile GmbH,https://www.cw-mobile.de/handy-zubehoer/appcessories/powerbank.html
38,Kruse Reinigungstechnik und Hygienebedarf GmbH & Co. KG,https://www.reinigungsberater.de/anmeldung/kundenanmeldung.php?reg=1
39,marsmedia GmbH,https://www.mars-media-elektronik.de/cat/index/sCategory/301
40,easyCOSMETIC Beauty Perfectionists Ltd.,http://easycosmetic.de/olaplex/no3/olaplex-no3-hair-perfector.aspx
41,HOM Home of Malts GmbH,https://www.homeofmalts.com/impressum
42,Haus und Garten Internethandels GmbH,https://www.baumarkteu.de/haushaltswaren/fensterreinigung/fenster-staubsauger
43,RedZilla GmbH,http://redzilla.de/Fruehlingsduefte
44,Agire GmbH & Co. KG,https://www.banemo.de/bad/accessoires/
45,Proshop ApS,http://proshop.de/AMD-Radeon-Raise-the-Game-2020?cid=65de91d4-4e0e-49b3-b29d-c2fdb5ee4b76
46,Dirk & Thomas Wermuth GbR,https://www.wermuth.de/Inhalte/InfoCenter/Zahlung-Finanzierung/110194_Zahlung-per-Ueberweisung.html;jsessionid=aaaNQfZ40r8YFf9zkV5gx
47,Outlet46.de GmbH,https://www.outlet46.de/eight2nine-sommer-shirt-brand-aktuelles-kurzarm-shirt-fuer-herren-mit-print-orange/a-184311/
48,Versandapotheke DocMorris N.V.,http://docmorris.de/myracloud-captcha/?q=%2F
49,Apotheke im Paunsdorf Center Kirsten Fritsch e. K.,https://www.apolux.de/schnupfen-c-283
50,internetstores GmbH,http://bruegelmann.de/herstellerliste.html
51,internetstores GmbH,https://www.fahrrad.de/fahrraeder/cube/
52,SportObchod.cz s.r.o.,https://www.sportega.de/inliner-rollerblade-sirio-90-blue-lime.htm
54,reifencom GmbH,https://www.reifen.com/de/job/List?etcc_cu=onsite&etcc_med_onsite=aktionen_rel_teaser_tab&etcc_cmp_onsite=jobboerse
55,Delticom AG,http://reifendirekt.de/Reifenversicherung.html
56,Fernseh Berlet GmbH & Co. KG,http://berlet.de/diverse/
57,TintenCenter.com GmbH,http://tintencenter.com/hp-deskjet-3520-druckerpatronen-c-373_1074.html
58,Cocopanda.de GmbH,http://cocopanda.de/products/accessoires/styling-zubehor/lockenstabe
59,MSK Bï¿½rotechnik u. Handels GmbH,http://tonerpreis.de/ampertec-garantie
60,moebelplus GmbH,http://moebelplus.de/team
61,batterium GmbH,https://www.autobatterienbilliger.de/NVS-Sinus-Wechselrichter
62,etronixx Sales GmbH,https://www.ejoker.de/gewerbe-industrie-wissenschaft/elektroinstallation/beleuchtungsbauteile/leuchtmittel/
63,Zahrt Handels-GmbH,https://werkzeugstore24.de/produkte/aufbewahrung.html
64,Foto Kï¿½ster OHG,http://foto-koester.de/datenschutz
65,Westfalia Werkzeugcompany GmbH & Co.KG,http://westfalia.de/shops/garten/pflanzenschutz_und_duenger/unkrautbekaempfung/pflanzenschutzmittel/1876884-unkrautmittel-roundup-easy-500-ml-roundup-gel-150-ml.htm
66,Office Partner GmbH,https://www.office-partner.de/pc-zubehoer/b-ware/
67,Wolfgang Immler,https://www.autoteile-immler.com/dach/dachtraeger/uaz/
68,AFA-Fotohandel e.K.,http://afa-fotoversand.de/#
69,Stifts-Apotheke e.K.,http://medpex.de/hygiene-desinfektion-erkaeltung-immunsystem/mns-maske-gesichtsmaske-3-lagig-p80001134#reviews
70,MVI Media Vertrieb International GmbH,http://energeto.de/tee-automat/
72,BaSBa Batterien GmbH,http://basba.de/solarbatterien
73,Gï¿½ran Vï¿½lker,http://parfumerie-discounter.de/Sets
74,expert TechnoMarkt Online GmbH & Co. KG,https://www.expert-technomarkt.de/index.php?cl=ew_categoryactionlist&cnid=e68c383b8ce29cfbf813b12d62c6ab33&action=novelties
75,SVH Handels-GmbH,https://www.svh24.de/kfz-werkzeug
76,Smartino GmbH & Co. KG,http://funktionelles.de/Markenwelten/Lupine/Stirnlampen.htm?shop=life&SessionId=&a=catalog&t=67088&c=121454&p=121454
77,BRASTY GROUP s.r.o.,http://brasty.de/schmuck-material-sterlingsilber
78,parfï¿½merie akzente GmbH,http://parfumdreams.de/Angesagte-Parfums
79,Florian Mï¿½ller,https://parfumgroup.de/herrenduefte
80,Kochform GmbH,http://kochform.de/https://zertifikat.ehi-siegel.de/de/zertifikat/s/7538b302340e3ad5cf342c05087bf945/
81,Volt Venture GmbH,http://clevertronic.de/handy_kaufen/hilfe/zustand
82,home24 SE,http://home24.de/kategorie/garten-accessoires/gartendekoration/
83,Entertainment Trading ApS,http://coolshop.de/haushalt-und-kuche/
84,Rudolf Wiegand und Partner GmbH,http://tonermacher.de/
86,HIFI & FOTO KOCH GmbH,https://www.fotokoch.de/impress.html
87,LeuchtenZentrale GmbH,https://www.leuchte.de/nordlux-luxembourg-ip44-schwarz-gehause-schwarz
89,SGRO Handels GmbH & Co. KG,https://www.softwarepalast.de/blog/
90,MP Vertriebs GmbH,https://www.idealo.de/preisvergleich/ProductCategory/1840.html
91,Tirendo Deutschland GmbH,http://tirendo.de/faq/
92,Fox Trading GmbH,http://parfuemfuerdich.de/herrenparfuem/azzaro-pour-homme-eau-de-toilette-200ml/a-11921/
93,Eye & Lenses Ltd. & Co. KG,https://www.1a-sehen.de/Kontaktlinsen/Hornhautverkruemmung/Air-Optix-for-Astigmatism-6er-Monatslinsen-toric::2273.html
94,APO Pharmacy B.V.,https://www.apotheke-online.de/schnupfen-c-283
95,ukw24 GmbH,http://tecedo.de/fernseher/_LG
96,Alexander Vogel,https://www.gamingoase.de/de/led-tv-zubehoer/wandhalterungen
97,ukw24 GmbH,http://screenmaxx.com/#ModalLogin
98,Harald Hamp,https://www.hamp-hausgeraete.de/herde-kochfelder/mikrowellen/
100,eCom-Dresden OHG,http://allego.de/corona.html
101,Stabilo Werkzeugfachmarkt fï¿½r Haus-Hof-Freizeit GmbH,https://www.stabilo-fachmarkt.de/webshop/kontakt/
